"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: isPageAligned","Param: pages"
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-stores","avgt",1,3,10334.088590,3123.077130,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-load-misses","avgt",1,3,12.828542,160.502961,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-loads","avgt",1,3,121053.853435,18667.673580,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branch-misses","avgt",1,3,81.580505,634.542476,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branches","avgt",1,3,1567.660331,565.269094,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:cycles","avgt",1,3,719006.604279,38589.053897,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-load-misses","avgt",1,3,63.418158,143.280845,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-loads","avgt",1,3,10448.538025,3240.424261,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-store-misses","avgt",1,3,10018.975910,362.551605,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-stores","avgt",1,3,10261.009223,2216.410635,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:iTLB-load-misses","avgt",1,3,1.976008,34.109614,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:instructions","avgt",1,3,40790.703363,7356.242500,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-backend","avgt",1,3,600057.235104,22644.368376,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-frontend","avgt",1,3,21735.824063,11235.828053,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite","avgt",1,30,366.186457,0.065539,"us/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:CPI","avgt",1,3,18.208146,3.875029,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-load-misses","avgt",1,3,391.145581,46.553866,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-loads","avgt",1,3,10537.382104,1055.429378,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-store-misses","avgt",1,3,10070.798928,732.185796,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-stores","avgt",1,3,10253.966157,1071.170232,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-load-misses","avgt",1,3,16.352268,120.638916,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-loads","avgt",1,3,121362.759996,12288.909066,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branch-misses","avgt",1,3,41.648071,176.357336,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branches","avgt",1,3,1474.280481,791.853805,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:cycles","avgt",1,3,736851.951198,73303.603790,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-load-misses","avgt",1,3,68.673887,32.589584,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-loads","avgt",1,3,10671.367168,1311.499761,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-store-misses","avgt",1,3,10057.904098,584.919666,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-stores","avgt",1,3,10297.629812,1408.755825,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:iTLB-load-misses","avgt",1,3,2.723928,32.570611,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:instructions","avgt",1,3,40471.933282,9533.005567,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-backend","avgt",1,3,617590.659600,65630.328512,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-frontend","avgt",1,3,21840.713387,4357.457913,"#/op",true,1024
